date,hospital_name,department,admissions
2024-03-22,Hospital E,ORTHO,29
2024-03-23,Hospital E,ORTHO,29
2024-03-24,Hospital E,ORTHO,29
2024-03-25,Hospital E,ORTHO,29
2024-03-26,Hospital E,ORTHO,39
2024-03-27,Hospital E,ORTHO,39
2024-03-28,Hospital E,ORTHO,38
2024-03-29,Hospital E,ORTHO,29
2024-03-30,Hospital E,ORTHO,30
2024-03-31,Hospital E,ORTHO,39
2024-04-01,Hospital E,ORTHO,31
2024-04-02,Hospital E,ORTHO,40
2024-04-03,Hospital E,ORTHO,42
2024-04-04,Hospital E,ORTHO,38
2024-04-05,Hospital E,ORTHO,33
2024-04-06,Hospital E,ORTHO,30
2024-04-07,Hospital E,ORTHO,30
2024-04-08,Hospital E,ORTHO,41
2024-04-09,Hospital E,ORTHO,41
2024-04-10,Hospital E,ORTHO,38
2024-04-11,Hospital E,ORTHO,42
2024-04-12,Hospital E,ORTHO,30
2024-04-13,Hospital E,ORTHO,26
2024-04-14,Hospital E,ORTHO,30
2024-04-15,Hospital E,ORTHO,40
2024-04-16,Hospital E,ORTHO,35
2024-04-17,Hospital E,ORTHO,39
2024-04-18,Hospital E,ORTHO,35
2024-04-19,Hospital E,ORTHO,36
2024-04-20,Hospital E,ORTHO,27
2024-04-21,Hospital E,ORTHO,33
2024-04-22,Hospital E,ORTHO,30
2024-04-23,Hospital E,ORTHO,43
2024-04-24,Hospital E,ORTHO,42
2024-04-25,Hospital E,ORTHO,40
2024-04-26,Hospital E,ORTHO,33
2024-04-27,Hospital E,ORTHO,26
2024-04-28,Hospital E,ORTHO,33
2024-04-29,Hospital E,ORTHO,37
2024-04-30,Hospital E,ORTHO,36
2024-05-01,Hospital E,ORTHO,35
2024-05-02,Hospital E,ORTHO,37
2024-05-03,Hospital E,ORTHO,33
2024-05-04,Hospital E,ORTHO,32
2024-05-05,Hospital E,ORTHO,29
2024-05-06,Hospital E,ORTHO,36
2024-05-07,Hospital E,ORTHO,42
2024-05-08,Hospital E,ORTHO,31
2024-05-09,Hospital E,ORTHO,28
2024-05-10,Hospital E,ORTHO,33
2024-05-11,Hospital E,ORTHO,30
2024-05-12,Hospital E,ORTHO,28
2024-05-13,Hospital E,ORTHO,29
2024-05-14,Hospital E,ORTHO,45
2024-05-15,Hospital E,ORTHO,40
2024-05-16,Hospital E,ORTHO,37
2024-05-17,Hospital E,ORTHO,30
2024-05-18,Hospital E,ORTHO,29
2024-05-19,Hospital E,ORTHO,29
2024-05-20,Hospital E,ORTHO,39
2024-05-21,Hospital E,ORTHO,48
2024-05-22,Hospital E,ORTHO,36
2024-05-23,Hospital E,ORTHO,40
2024-05-24,Hospital E,ORTHO,37
2024-05-25,Hospital E,ORTHO,26
2024-05-26,Hospital E,ORTHO,28
2024-05-27,Hospital E,ORTHO,30
2024-05-28,Hospital E,ORTHO,35
2024-05-29,Hospital E,ORTHO,35
2024-05-30,Hospital E,ORTHO,35
2024-05-31,Hospital E,ORTHO,27
2024-06-01,Hospital E,ORTHO,30
2024-06-02,Hospital E,ORTHO,32
2024-06-03,Hospital E,ORTHO,32
2024-06-04,Hospital E,ORTHO,33
2024-06-05,Hospital E,ORTHO,39
2024-06-06,Hospital E,ORTHO,36
2024-06-07,Hospital E,ORTHO,29
2024-06-08,Hospital E,ORTHO,27
2024-06-09,Hospital E,ORTHO,28
2024-06-10,Hospital E,ORTHO,36
2024-06-11,Hospital E,ORTHO,38
2024-06-12,Hospital E,ORTHO,31
2024-06-13,Hospital E,ORTHO,44
2024-06-14,Hospital E,ORTHO,29
2024-06-15,Hospital E,ORTHO,30
2024-06-16,Hospital E,ORTHO,29
2024-06-17,Hospital E,ORTHO,31
2024-06-18,Hospital E,ORTHO,40
2024-06-19,Hospital E,ORTHO,44
2024-06-20,Hospital E,ORTHO,31
2024-06-21,Hospital E,ORTHO,28
2024-06-22,Hospital E,ORTHO,32
2024-06-23,Hospital E,ORTHO,34
2024-06-24,Hospital E,ORTHO,33
2024-06-25,Hospital E,ORTHO,41
2024-06-26,Hospital E,ORTHO,35
2024-06-27,Hospital E,ORTHO,28
2024-06-28,Hospital E,ORTHO,30
2024-06-29,Hospital E,ORTHO,31
2024-06-30,Hospital E,ORTHO,26
2024-07-01,Hospital E,ORTHO,37
2024-07-02,Hospital E,ORTHO,40
2024-07-03,Hospital E,ORTHO,37
2024-07-04,Hospital E,ORTHO,44
2024-07-05,Hospital E,ORTHO,29
2024-07-06,Hospital E,ORTHO,23
2024-07-07,Hospital E,ORTHO,27
2024-07-08,Hospital E,ORTHO,33
2024-07-09,Hospital E,ORTHO,33
2024-07-10,Hospital E,ORTHO,34
2024-07-11,Hospital E,ORTHO,35
2024-07-12,Hospital E,ORTHO,32
2024-07-13,Hospital E,ORTHO,27
2024-07-14,Hospital E,ORTHO,27
2024-07-15,Hospital E,ORTHO,29
2024-07-16,Hospital E,ORTHO,32
2024-07-17,Hospital E,ORTHO,35
2024-07-18,Hospital E,ORTHO,29
2024-07-19,Hospital E,ORTHO,27
2024-07-20,Hospital E,ORTHO,27
2024-07-21,Hospital E,ORTHO,24
2024-07-22,Hospital E,ORTHO,24
2024-07-23,Hospital E,ORTHO,33
2024-07-24,Hospital E,ORTHO,31
2024-07-25,Hospital E,ORTHO,31
2024-07-26,Hospital E,ORTHO,31
2024-07-27,Hospital E,ORTHO,28
2024-07-28,Hospital E,ORTHO,27
2024-07-29,Hospital E,ORTHO,32
2024-07-30,Hospital E,ORTHO,41
2024-07-31,Hospital E,ORTHO,34
2024-08-01,Hospital E,ORTHO,29
2024-08-02,Hospital E,ORTHO,30
2024-08-03,Hospital E,ORTHO,24
2024-08-04,Hospital E,ORTHO,24
2024-08-05,Hospital E,ORTHO,29
2024-08-06,Hospital E,ORTHO,35
2024-08-07,Hospital E,ORTHO,36
2024-08-08,Hospital E,ORTHO,27
2024-08-09,Hospital E,ORTHO,29
2024-08-10,Hospital E,ORTHO,22
2024-08-11,Hospital E,ORTHO,23
2024-08-12,Hospital E,ORTHO,34
2024-08-13,Hospital E,ORTHO,27
2024-08-14,Hospital E,ORTHO,26
2024-08-15,Hospital E,ORTHO,33
2024-08-16,Hospital E,ORTHO,26
2024-08-17,Hospital E,ORTHO,24
2024-08-18,Hospital E,ORTHO,30
2024-08-19,Hospital E,ORTHO,33
2024-08-20,Hospital E,ORTHO,36
2024-08-21,Hospital E,ORTHO,34
2024-08-22,Hospital E,ORTHO,33
2024-08-23,Hospital E,ORTHO,26
2024-08-24,Hospital E,ORTHO,23
2024-08-25,Hospital E,ORTHO,26
2024-08-26,Hospital E,ORTHO,31
2024-08-27,Hospital E,ORTHO,38
2024-08-28,Hospital E,ORTHO,37
2024-08-29,Hospital E,ORTHO,33
2024-08-30,Hospital E,ORTHO,27
2024-08-31,Hospital E,ORTHO,24
2024-09-01,Hospital E,ORTHO,26
2024-09-02,Hospital E,ORTHO,30
2024-09-03,Hospital E,ORTHO,29
2024-09-04,Hospital E,ORTHO,32
2024-09-05,Hospital E,ORTHO,31
2024-09-06,Hospital E,ORTHO,29
2024-09-07,Hospital E,ORTHO,24
2024-09-08,Hospital E,ORTHO,30
2024-09-09,Hospital E,ORTHO,27
2024-09-10,Hospital E,ORTHO,33
2024-09-11,Hospital E,ORTHO,33
2024-09-12,Hospital E,ORTHO,32
2024-09-13,Hospital E,ORTHO,27
2024-09-14,Hospital E,ORTHO,24
2024-09-15,Hospital E,ORTHO,27
2024-09-16,Hospital E,ORTHO,26
2024-09-17,Hospital E,ORTHO,28
2024-09-18,Hospital E,ORTHO,36
2024-09-19,Hospital E,ORTHO,31
2024-09-20,Hospital E,ORTHO,31
2024-09-21,Hospital E,ORTHO,24
2024-09-22,Hospital E,ORTHO,22
2024-09-23,Hospital E,ORTHO,30
2024-09-24,Hospital E,ORTHO,26
2024-09-25,Hospital E,ORTHO,28
2024-09-26,Hospital E,ORTHO,31
2024-09-27,Hospital E,ORTHO,27
2024-09-28,Hospital E,ORTHO,25
2024-09-29,Hospital E,ORTHO,23
2024-09-30,Hospital E,ORTHO,26
2024-10-01,Hospital E,ORTHO,41
2024-10-02,Hospital E,ORTHO,29
2024-10-03,Hospital E,ORTHO,28
2024-10-04,Hospital E,ORTHO,31
2024-10-05,Hospital E,ORTHO,22
2024-10-06,Hospital E,ORTHO,25
2024-10-07,Hospital E,ORTHO,29
2024-10-08,Hospital E,ORTHO,31
2024-10-09,Hospital E,ORTHO,37
2024-10-10,Hospital E,ORTHO,34
2024-10-11,Hospital E,ORTHO,29
2024-10-12,Hospital E,ORTHO,28
2024-10-13,Hospital E,ORTHO,25
2024-10-14,Hospital E,ORTHO,32
2024-10-15,Hospital E,ORTHO,34
2024-10-16,Hospital E,ORTHO,30
2024-10-17,Hospital E,ORTHO,32
2024-10-18,Hospital E,ORTHO,26
2024-10-19,Hospital E,ORTHO,21
2024-10-20,Hospital E,ORTHO,22
2024-10-21,Hospital E,ORTHO,26
2024-10-22,Hospital E,ORTHO,37
2024-10-23,Hospital E,ORTHO,24
2024-10-24,Hospital E,ORTHO,30
2024-10-25,Hospital E,ORTHO,29
2024-10-26,Hospital E,ORTHO,24
2024-10-27,Hospital E,ORTHO,25
2024-10-28,Hospital E,ORTHO,27
2024-10-29,Hospital E,ORTHO,37
2024-10-30,Hospital E,ORTHO,32
2024-10-31,Hospital E,ORTHO,27
2024-11-01,Hospital E,ORTHO,26
2024-11-02,Hospital E,ORTHO,26
2024-11-03,Hospital E,ORTHO,24
2024-11-04,Hospital E,ORTHO,30
2024-11-05,Hospital E,ORTHO,33
2024-11-06,Hospital E,ORTHO,35
2024-11-07,Hospital E,ORTHO,36
2024-11-08,Hospital E,ORTHO,22
2024-11-09,Hospital E,ORTHO,24
2024-11-10,Hospital E,ORTHO,24
2024-11-11,Hospital E,ORTHO,27
2024-11-12,Hospital E,ORTHO,33
2024-11-13,Hospital E,ORTHO,34
2024-11-14,Hospital E,ORTHO,26
2024-11-15,Hospital E,ORTHO,24
2024-11-16,Hospital E,ORTHO,28
2024-11-17,Hospital E,ORTHO,23
2024-11-18,Hospital E,ORTHO,32
2024-11-19,Hospital E,ORTHO,27
2024-11-20,Hospital E,ORTHO,29
2024-11-21,Hospital E,ORTHO,34
2024-11-22,Hospital E,ORTHO,32
2024-11-23,Hospital E,ORTHO,28
2024-11-24,Hospital E,ORTHO,25
2024-11-25,Hospital E,ORTHO,28
2024-11-26,Hospital E,ORTHO,35
2024-11-27,Hospital E,ORTHO,29
2024-11-28,Hospital E,ORTHO,34
2024-11-29,Hospital E,ORTHO,27
2024-11-30,Hospital E,ORTHO,30
2024-12-01,Hospital E,ORTHO,28
2024-12-02,Hospital E,ORTHO,30
2024-12-03,Hospital E,ORTHO,35
2024-12-04,Hospital E,ORTHO,34
2024-12-05,Hospital E,ORTHO,34
2024-12-06,Hospital E,ORTHO,26
2024-12-07,Hospital E,ORTHO,29
2024-12-08,Hospital E,ORTHO,26
2024-12-09,Hospital E,ORTHO,33
2024-12-10,Hospital E,ORTHO,37
2024-12-11,Hospital E,ORTHO,36
2024-12-12,Hospital E,ORTHO,35
2024-12-13,Hospital E,ORTHO,28
2024-12-14,Hospital E,ORTHO,28
2024-12-15,Hospital E,ORTHO,23
2024-12-16,Hospital E,ORTHO,28
2024-12-17,Hospital E,ORTHO,34
2024-12-18,Hospital E,ORTHO,29
2024-12-19,Hospital E,ORTHO,34
2024-12-20,Hospital E,ORTHO,36
2024-12-21,Hospital E,ORTHO,25
2024-12-22,Hospital E,ORTHO,28
2024-12-23,Hospital E,ORTHO,28
2024-12-24,Hospital E,ORTHO,39
2024-12-25,Hospital E,ORTHO,35
2024-12-26,Hospital E,ORTHO,34
2024-12-27,Hospital E,ORTHO,29
2024-12-28,Hospital E,ORTHO,26
2024-12-29,Hospital E,ORTHO,25
2024-12-30,Hospital E,ORTHO,32
2024-12-31,Hospital E,ORTHO,35
2025-01-01,Hospital E,ORTHO,31
2025-01-02,Hospital E,ORTHO,28
2025-01-03,Hospital E,ORTHO,29
2025-01-04,Hospital E,ORTHO,27
2025-01-05,Hospital E,ORTHO,25
2025-01-06,Hospital E,ORTHO,35
2025-01-07,Hospital E,ORTHO,34
2025-01-08,Hospital E,ORTHO,39
2025-01-09,Hospital E,ORTHO,32
2025-01-10,Hospital E,ORTHO,29
2025-01-11,Hospital E,ORTHO,26
2025-01-12,Hospital E,ORTHO,28
2025-01-13,Hospital E,ORTHO,33
2025-01-14,Hospital E,ORTHO,36
2025-01-15,Hospital E,ORTHO,40
2025-01-16,Hospital E,ORTHO,31
2025-01-17,Hospital E,ORTHO,28
2025-01-18,Hospital E,ORTHO,29
2025-01-19,Hospital E,ORTHO,32
2025-01-20,Hospital E,ORTHO,33
2025-01-21,Hospital E,ORTHO,40
2025-01-22,Hospital E,ORTHO,35
2025-01-23,Hospital E,ORTHO,34
2025-01-24,Hospital E,ORTHO,33
2025-01-25,Hospital E,ORTHO,27
2025-01-26,Hospital E,ORTHO,28
2025-01-27,Hospital E,ORTHO,32
2025-01-28,Hospital E,ORTHO,33
2025-01-29,Hospital E,ORTHO,34
2025-01-30,Hospital E,ORTHO,33
2025-01-31,Hospital E,ORTHO,36
2025-02-01,Hospital E,ORTHO,27
2025-02-02,Hospital E,ORTHO,29
2025-02-03,Hospital E,ORTHO,36
2025-02-04,Hospital E,ORTHO,38
2025-02-05,Hospital E,ORTHO,37
2025-02-06,Hospital E,ORTHO,36
2025-02-07,Hospital E,ORTHO,29
2025-02-08,Hospital E,ORTHO,25
2025-02-09,Hospital E,ORTHO,33
2025-02-10,Hospital E,ORTHO,35
2025-02-11,Hospital E,ORTHO,31
2025-02-12,Hospital E,ORTHO,42
2025-02-13,Hospital E,ORTHO,36
2025-02-14,Hospital E,ORTHO,31
2025-02-15,Hospital E,ORTHO,32
2025-02-16,Hospital E,ORTHO,27
2025-02-17,Hospital E,ORTHO,34
2025-02-18,Hospital E,ORTHO,44
2025-02-19,Hospital E,ORTHO,38
2025-02-20,Hospital E,ORTHO,35
2025-02-21,Hospital E,ORTHO,38
2025-02-22,Hospital E,ORTHO,28
2025-02-23,Hospital E,ORTHO,33
2025-02-24,Hospital E,ORTHO,30
2025-02-25,Hospital E,ORTHO,42
2025-02-26,Hospital E,ORTHO,37
2025-02-27,Hospital E,ORTHO,40
2025-02-28,Hospital E,ORTHO,31
2025-03-01,Hospital E,ORTHO,31
2025-03-02,Hospital E,ORTHO,25
2025-03-03,Hospital E,ORTHO,34
2025-03-04,Hospital E,ORTHO,39
2025-03-05,Hospital E,ORTHO,36
2025-03-06,Hospital E,ORTHO,37
2025-03-07,Hospital E,ORTHO,41
2025-03-08,Hospital E,ORTHO,27
2025-03-09,Hospital E,ORTHO,32
2025-03-10,Hospital E,ORTHO,33
2025-03-11,Hospital E,ORTHO,44
2025-03-12,Hospital E,ORTHO,41
2025-03-13,Hospital E,ORTHO,35
2025-03-14,Hospital E,ORTHO,33
2025-03-15,Hospital E,ORTHO,35
2025-03-16,Hospital E,ORTHO,29
2025-03-17,Hospital E,ORTHO,38
2025-03-18,Hospital E,ORTHO,35
2025-03-19,Hospital E,ORTHO,42
2025-03-20,Hospital E,ORTHO,37
2025-03-21,Hospital E,ORTHO,37
2025-03-22,Hospital E,ORTHO,30
2025-03-23,Hospital E,ORTHO,35
2025-03-24,Hospital E,ORTHO,32
2025-03-25,Hospital E,ORTHO,35
2025-03-26,Hospital E,ORTHO,36
2025-03-27,Hospital E,ORTHO,39
2025-03-28,Hospital E,ORTHO,29
2025-03-29,Hospital E,ORTHO,23
2025-03-30,Hospital E,ORTHO,30
2025-03-31,Hospital E,ORTHO,36
2025-04-01,Hospital E,ORTHO,38
2025-04-02,Hospital E,ORTHO,36
2025-04-03,Hospital E,ORTHO,42
2025-04-04,Hospital E,ORTHO,36
2025-04-05,Hospital E,ORTHO,31
2025-04-06,Hospital E,ORTHO,35
2025-04-07,Hospital E,ORTHO,32
2025-04-08,Hospital E,ORTHO,38
2025-04-09,Hospital E,ORTHO,45
2025-04-10,Hospital E,ORTHO,38
2025-04-11,Hospital E,ORTHO,38
2025-04-12,Hospital E,ORTHO,25
2025-04-13,Hospital E,ORTHO,25
2025-04-14,Hospital E,ORTHO,33
2025-04-15,Hospital E,ORTHO,42
2025-04-16,Hospital E,ORTHO,43
2025-04-17,Hospital E,ORTHO,36
2025-04-18,Hospital E,ORTHO,36
2025-04-19,Hospital E,ORTHO,31
2025-04-20,Hospital E,ORTHO,31
2025-04-21,Hospital E,ORTHO,40
2025-04-22,Hospital E,ORTHO,39
2025-04-23,Hospital E,ORTHO,37
2025-04-24,Hospital E,ORTHO,36
2025-04-25,Hospital E,ORTHO,29
2025-04-26,Hospital E,ORTHO,29
2025-04-27,Hospital E,ORTHO,28
2025-04-28,Hospital E,ORTHO,30
2025-04-29,Hospital E,ORTHO,37
2025-04-30,Hospital E,ORTHO,34
2025-05-01,Hospital E,ORTHO,40
2025-05-02,Hospital E,ORTHO,35
2025-05-03,Hospital E,ORTHO,33
2025-05-04,Hospital E,ORTHO,29
2025-05-05,Hospital E,ORTHO,36
2025-05-06,Hospital E,ORTHO,34
2025-05-07,Hospital E,ORTHO,37
2025-05-08,Hospital E,ORTHO,41
2025-05-09,Hospital E,ORTHO,36
2025-05-10,Hospital E,ORTHO,30
2025-05-11,Hospital E,ORTHO,32
2025-05-12,Hospital E,ORTHO,34
2025-05-13,Hospital E,ORTHO,42
2025-05-14,Hospital E,ORTHO,36
2025-05-15,Hospital E,ORTHO,37
2025-05-16,Hospital E,ORTHO,36
2025-05-17,Hospital E,ORTHO,28
2025-05-18,Hospital E,ORTHO,30
2025-05-19,Hospital E,ORTHO,36
2025-05-20,Hospital E,ORTHO,42
2025-05-21,Hospital E,ORTHO,36
2025-05-22,Hospital E,ORTHO,38
2025-05-23,Hospital E,ORTHO,35
2025-05-24,Hospital E,ORTHO,32
2025-05-25,Hospital E,ORTHO,30
2025-05-26,Hospital E,ORTHO,33
2025-05-27,Hospital E,ORTHO,38
2025-05-28,Hospital E,ORTHO,36
2025-05-29,Hospital E,ORTHO,38
2025-05-30,Hospital E,ORTHO,32
2025-05-31,Hospital E,ORTHO,21
2025-06-01,Hospital E,ORTHO,31
2025-06-02,Hospital E,ORTHO,32
2025-06-03,Hospital E,ORTHO,38
2025-06-04,Hospital E,ORTHO,44
2025-06-05,Hospital E,ORTHO,32
2025-06-06,Hospital E,ORTHO,30
2025-06-07,Hospital E,ORTHO,28
2025-06-08,Hospital E,ORTHO,25
2025-06-09,Hospital E,ORTHO,33
2025-06-10,Hospital E,ORTHO,39
2025-06-11,Hospital E,ORTHO,36
2025-06-12,Hospital E,ORTHO,37
2025-06-13,Hospital E,ORTHO,35
2025-06-14,Hospital E,ORTHO,26
2025-06-15,Hospital E,ORTHO,28
2025-06-16,Hospital E,ORTHO,32
2025-06-17,Hospital E,ORTHO,43
2025-06-18,Hospital E,ORTHO,40
2025-06-19,Hospital E,ORTHO,39
2025-06-20,Hospital E,ORTHO,30
2025-06-21,Hospital E,ORTHO,33
2025-06-22,Hospital E,ORTHO,31
2025-06-23,Hospital E,ORTHO,29
2025-06-24,Hospital E,ORTHO,32
2025-06-25,Hospital E,ORTHO,37
2025-06-26,Hospital E,ORTHO,36
2025-06-27,Hospital E,ORTHO,29
2025-06-28,Hospital E,ORTHO,25
2025-06-29,Hospital E,ORTHO,31
2025-06-30,Hospital E,ORTHO,33
2025-07-01,Hospital E,ORTHO,35
2025-07-02,Hospital E,ORTHO,34
2025-07-03,Hospital E,ORTHO,34
2025-07-04,Hospital E,ORTHO,27
2025-07-05,Hospital E,ORTHO,30
2025-07-06,Hospital E,ORTHO,30
2025-07-07,Hospital E,ORTHO,29
2025-07-08,Hospital E,ORTHO,32
2025-07-09,Hospital E,ORTHO,41
2025-07-10,Hospital E,ORTHO,36
2025-07-11,Hospital E,ORTHO,31
2025-07-12,Hospital E,ORTHO,30
2025-07-13,Hospital E,ORTHO,25
2025-07-14,Hospital E,ORTHO,31
2025-07-15,Hospital E,ORTHO,42
2025-07-16,Hospital E,ORTHO,41
2025-07-17,Hospital E,ORTHO,35
2025-07-18,Hospital E,ORTHO,30
2025-07-19,Hospital E,ORTHO,28
2025-07-20,Hospital E,ORTHO,27
2025-07-21,Hospital E,ORTHO,29
2025-07-22,Hospital E,ORTHO,32
2025-07-23,Hospital E,ORTHO,43
2025-07-24,Hospital E,ORTHO,31
2025-07-25,Hospital E,ORTHO,32
2025-07-26,Hospital E,ORTHO,20
2025-07-27,Hospital E,ORTHO,25
2025-07-28,Hospital E,ORTHO,30
2025-07-29,Hospital E,ORTHO,32
2025-07-30,Hospital E,ORTHO,32
2025-07-31,Hospital E,ORTHO,35
2025-08-01,Hospital E,ORTHO,29
2025-08-02,Hospital E,ORTHO,24
2025-08-03,Hospital E,ORTHO,25
2025-08-04,Hospital E,ORTHO,26
2025-08-05,Hospital E,ORTHO,30
2025-08-06,Hospital E,ORTHO,31
2025-08-07,Hospital E,ORTHO,31
2025-08-08,Hospital E,ORTHO,37
2025-08-09,Hospital E,ORTHO,24
2025-08-10,Hospital E,ORTHO,25
2025-08-11,Hospital E,ORTHO,28
2025-08-12,Hospital E,ORTHO,35
2025-08-13,Hospital E,ORTHO,30
2025-08-14,Hospital E,ORTHO,28
2025-08-15,Hospital E,ORTHO,31
2025-08-16,Hospital E,ORTHO,26
2025-08-17,Hospital E,ORTHO,27
2025-08-18,Hospital E,ORTHO,32
2025-08-19,Hospital E,ORTHO,33
2025-08-20,Hospital E,ORTHO,30
2025-08-21,Hospital E,ORTHO,33
2025-08-22,Hospital E,ORTHO,29
2025-08-23,Hospital E,ORTHO,21
2025-08-24,Hospital E,ORTHO,27
2025-08-25,Hospital E,ORTHO,31
2025-08-26,Hospital E,ORTHO,35
2025-08-27,Hospital E,ORTHO,36
2025-08-28,Hospital E,ORTHO,32
2025-08-29,Hospital E,ORTHO,30
2025-08-30,Hospital E,ORTHO,22
2025-08-31,Hospital E,ORTHO,30
2025-09-01,Hospital E,ORTHO,23
2025-09-02,Hospital E,ORTHO,35
2025-09-03,Hospital E,ORTHO,30
2025-09-04,Hospital E,ORTHO,35
2025-09-05,Hospital E,ORTHO,29
2025-09-06,Hospital E,ORTHO,23
2025-09-07,Hospital E,ORTHO,25
2025-09-08,Hospital E,ORTHO,28
2025-09-09,Hospital E,ORTHO,35
2025-09-10,Hospital E,ORTHO,28
2025-09-11,Hospital E,ORTHO,30
2025-09-12,Hospital E,ORTHO,28
2025-09-13,Hospital E,ORTHO,20
2025-09-14,Hospital E,ORTHO,22
2025-09-15,Hospital E,ORTHO,32
2025-09-16,Hospital E,ORTHO,26
2025-09-17,Hospital E,ORTHO,30
2025-09-18,Hospital E,ORTHO,36
2025-09-19,Hospital E,ORTHO,28
2025-09-20,Hospital E,ORTHO,28
2025-09-21,Hospital E,ORTHO,23
2025-09-22,Hospital E,ORTHO,25
2025-09-23,Hospital E,ORTHO,32
2025-09-24,Hospital E,ORTHO,34
2025-09-25,Hospital E,ORTHO,25
2025-09-26,Hospital E,ORTHO,27
2025-09-27,Hospital E,ORTHO,22
2025-09-28,Hospital E,ORTHO,25
2025-09-29,Hospital E,ORTHO,32
2025-09-30,Hospital E,ORTHO,31
2025-10-01,Hospital E,ORTHO,37
2025-10-02,Hospital E,ORTHO,30
2025-10-03,Hospital E,ORTHO,29
2025-10-04,Hospital E,ORTHO,27
2025-10-05,Hospital E,ORTHO,27
2025-10-06,Hospital E,ORTHO,29
2025-10-07,Hospital E,ORTHO,38
2025-10-08,Hospital E,ORTHO,34
2025-10-09,Hospital E,ORTHO,33
2025-10-10,Hospital E,ORTHO,23
2025-10-11,Hospital E,ORTHO,26
2025-10-12,Hospital E,ORTHO,28
2025-10-13,Hospital E,ORTHO,28
2025-10-14,Hospital E,ORTHO,36
2025-10-15,Hospital E,ORTHO,30
2025-10-16,Hospital E,ORTHO,28
2025-10-17,Hospital E,ORTHO,28
2025-10-18,Hospital E,ORTHO,25
2025-10-19,Hospital E,ORTHO,24
2025-10-20,Hospital E,ORTHO,25
2025-10-21,Hospital E,ORTHO,36
2025-10-22,Hospital E,ORTHO,28
2025-10-23,Hospital E,ORTHO,32
2025-10-24,Hospital E,ORTHO,25
2025-10-25,Hospital E,ORTHO,25
2025-10-26,Hospital E,ORTHO,25
2025-10-27,Hospital E,ORTHO,34
2025-10-28,Hospital E,ORTHO,37
2025-10-29,Hospital E,ORTHO,33
2025-10-30,Hospital E,ORTHO,35
2025-10-31,Hospital E,ORTHO,22
2025-11-01,Hospital E,ORTHO,24
2025-11-02,Hospital E,ORTHO,25
2025-11-03,Hospital E,ORTHO,23
2025-11-04,Hospital E,ORTHO,31
2025-11-05,Hospital E,ORTHO,38
2025-11-06,Hospital E,ORTHO,32
2025-11-07,Hospital E,ORTHO,29
2025-11-08,Hospital E,ORTHO,22
2025-11-09,Hospital E,ORTHO,23
2025-11-10,Hospital E,ORTHO,29
2025-11-11,Hospital E,ORTHO,34
2025-11-12,Hospital E,ORTHO,36
2025-11-13,Hospital E,ORTHO,32
2025-11-14,Hospital E,ORTHO,26
2025-11-15,Hospital E,ORTHO,24
2025-11-16,Hospital E,ORTHO,24
2025-11-17,Hospital E,ORTHO,27
2025-11-18,Hospital E,ORTHO,30
2025-11-19,Hospital E,ORTHO,36
2025-11-20,Hospital E,ORTHO,32
2025-11-21,Hospital E,ORTHO,29
2025-11-22,Hospital E,ORTHO,25
2025-11-23,Hospital E,ORTHO,26
2025-11-24,Hospital E,ORTHO,24
2025-11-25,Hospital E,ORTHO,36
2025-11-26,Hospital E,ORTHO,36
2025-11-27,Hospital E,ORTHO,33
2025-11-28,Hospital E,ORTHO,31
2025-11-29,Hospital E,ORTHO,30
2025-11-30,Hospital E,ORTHO,25
2025-12-01,Hospital E,ORTHO,35
2025-12-02,Hospital E,ORTHO,38
2025-12-03,Hospital E,ORTHO,33
2025-12-04,Hospital E,ORTHO,29
2025-12-05,Hospital E,ORTHO,29
2025-12-06,Hospital E,ORTHO,29
2025-12-07,Hospital E,ORTHO,23
2025-12-08,Hospital E,ORTHO,27
2025-12-09,Hospital E,ORTHO,36
2025-12-10,Hospital E,ORTHO,36
2025-12-11,Hospital E,ORTHO,36
2025-12-12,Hospital E,ORTHO,30
2025-12-13,Hospital E,ORTHO,27
2025-12-14,Hospital E,ORTHO,28
2025-12-15,Hospital E,ORTHO,31
2025-12-16,Hospital E,ORTHO,37
2025-12-17,Hospital E,ORTHO,31
2025-12-18,Hospital E,ORTHO,33
2025-12-19,Hospital E,ORTHO,28
2025-12-20,Hospital E,ORTHO,25
2025-12-21,Hospital E,ORTHO,29
2025-12-22,Hospital E,ORTHO,34
2025-12-23,Hospital E,ORTHO,38
2025-12-24,Hospital E,ORTHO,39
2025-12-25,Hospital E,ORTHO,35
2025-12-26,Hospital E,ORTHO,25
2025-12-27,Hospital E,ORTHO,26
2025-12-28,Hospital E,ORTHO,29
2025-12-29,Hospital E,ORTHO,32
2025-12-30,Hospital E,ORTHO,39
2025-12-31,Hospital E,ORTHO,38
2021-01-01,Hospital E,GYN,27
2021-01-02,Hospital E,GYN,22
2021-01-03,Hospital E,GYN,24
2021-01-04,Hospital E,GYN,31
2021-01-05,Hospital E,GYN,31
2021-01-06,Hospital E,GYN,36
2021-01-07,Hospital E,GYN,25
2021-01-08,Hospital E,GYN,25
2021-01-09,Hospital E,GYN,20
2021-01-10,Hospital E,GYN,19
2021-01-11,Hospital E,GYN,23
2021-01-12,Hospital E,GYN,32
2021-01-13,Hospital E,GYN,38
2021-01-14,Hospital E,GYN,26
2021-01-15,Hospital E,GYN,27
2021-01-16,Hospital E,GYN,24
2021-01-17,Hospital E,GYN,26
